giorno,migranti_sbarcati,data_riferimento,filename
9,254,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
24,29,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
5,22,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
25,144,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
23,71,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
3,160,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
4,33,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
2,371,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
21,482,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
1,51,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
7,0,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
27,0,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
8,127,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
22,132,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf
30,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
27,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
28,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
9,53,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
29,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
10,206,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
11,201,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
19,177,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
13,253,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
14,571,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
16,117,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
17,71,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
18,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
7,261,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
20,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
12,239,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
26,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
15,67,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
24,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
1,558,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
21,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
22,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
3,924,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
5,287,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
4,302,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
23,0,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
6,299,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
25,66,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf
12,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
13,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
2,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
14,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
15,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
1,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
16,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
11,53,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
31,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
18,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
21,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
20,21,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
5,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
25,492,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
6,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
26,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
7,7,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
27,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
8,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
28,25,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
9,15,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
29,59,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
19,18,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
10,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
22,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
3,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
23,1,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
4,265,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
24,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
30,83,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
17,0,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf
2,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
21,92,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
1,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
19,505,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
20,292,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
23,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
3,56,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
18,264,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
17,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
16,145,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
15,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
14,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
13,2,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
12,106,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
11,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
10,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
22,336,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
9,54,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
8,453,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
27,90,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
7,0,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
26,328,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
6,67,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
25,164,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
5,146,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
24,148,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
4,418,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
28,36,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf
11,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
4,363,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
21,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
6,16,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
26,116,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
1,272,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
19,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
18,26,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
17,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
16,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
15,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
14,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
13,41,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
12,5,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
7,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
27,13,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
8,125,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
28,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
9,187,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
29,170,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
10,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
30,481,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
25,22,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
5,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
20,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
31,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
2,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
22,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
3,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
23,116,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
24,0,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf
8,30,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
4,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
24,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
5,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
25,175,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
6,81,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
26,139,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
7,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
27,32,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
20,45,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
19,37,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
17,28,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
16,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
15,17,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
14,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
13,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
23,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
12,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
11,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
10,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
29,63,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
9,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
28,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
18,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
3,215,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
30,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
2,28,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
21,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
1,723,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
22,0,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf
7,7,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
26,98,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
6,47,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
25,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
5,61,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
24,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
23,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
27,191,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
3,68,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
22,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
2,60,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
1,992,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
4,484,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
8,16,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
21,407,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
9,1952,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
28,305,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
20,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
18,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
17,189,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
16,37,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
15,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
19,1,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
12,66,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
31,1,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
11,16,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
30,53,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
29,0,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
13,56,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
10,293,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf
27,294,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
7,0,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
26,109,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
6,58,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
25,30,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
4,45,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
23,0,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
3,0,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
22,135,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
8,130,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
2,33,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
5,0,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
28,99,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
13,197,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
29,334,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
10,25,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
30,132,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
11,106,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
12,1157,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
14,683,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
15,697,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
16,53,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
17,33,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
18,493,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
19,100,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
20,166,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
21,108,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
9,57,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
1,237,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
24,0,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf
27,0,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
18,0,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
17,0,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
16,0,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
13,104,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
12,560,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
31,68,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
11,139,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
10,168,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
29,682,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
9,722,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
28,297,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
8,204,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
7,869,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
26,0,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
6,101,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
19,0,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
25,251,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
20,17,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
5,120,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
22,403,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
3,434,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
24,728,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
4,316,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
23,941,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
2,12,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
1,323,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
21,508,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf
1,224,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
19,0,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
2,562,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
17,279,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
21,258,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
13,562,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
20,56,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
22,131,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
18,200,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
14,756,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
24,689,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
5,70,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
4,207,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
12,249,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
31,152,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
11,530,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
30,217,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
29,381,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
9,76,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
28,845,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
10,147,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
27,123,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
7,524,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
26,106,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
6,293,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
25,93,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
23,999,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
3,198,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
8,562,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf
13,98,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
14,771,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
15,693,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
12,82,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
19,9,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
20,98,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
2,87,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
18,87,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
11,19,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
21,134,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
10,0,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
30,0,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
1,68,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
3,0,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
23,407,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
4,168,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
24,207,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
5,195,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
25,122,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
22,256,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
26,265,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
7,165,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
27,836,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
8,579,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
28,162,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
9,378,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
6,37,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
29,406,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf
28,0,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
9,0,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
29,0,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
10,97,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
30,59,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
11,274,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
13,500,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
12,119,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
14,84,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
15,58,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
17,456,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
8,202,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
31,16,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
27,367,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
22,58,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
26,50,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
6,97,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
25,105,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
5,0,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
1,211,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
21,631,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
2,480,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
3,706,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
23,903,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
24,194,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
4,136,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
19,559,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
20,214,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
7,0,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
18,357,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf
20,137,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
2,282,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
1,117,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
3,426,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
23,51,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
4,122,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
24,248,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
5,213,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
25,584,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
6,147,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
26,0,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
7,1069,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
27,463,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
21,1034,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
8,664,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
9,829,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
29,0,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
10,171,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
30,0,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
11,354,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
12,27,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
13,123,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
15,282,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
16,212,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
18,50,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
19,186,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
28,244,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
